Epoca,Perdida_Entrenamiento,Perdida_Validacion
1,0.26884695887565613,0.19116808474063873
2,0.1638159453868866,0.17010749876499176
3,0.14018473029136658,0.14853742718696594
4,0.1341913938522339,0.13474160432815552
5,0.12204128503799438,0.14421820640563965
6,0.11525420844554901,0.12817886471748352
7,0.10952102392911911,0.12254896759986877
8,0.10558097064495087,0.11898104846477509
9,0.10051882266998291,0.12027284502983093
10,0.09596393257379532,0.10813865810632706
11,0.09393198788166046,0.10570535808801651
12,0.09032780677080154,0.10223634541034698
13,0.09598489105701447,0.10744777321815491
14,0.08870922029018402,0.10156939923763275
15,0.08833431452512741,0.10103484988212585
16,0.0860222801566124,0.10280141234397888
17,0.08540060371160507,0.10009101778268814
18,0.08468737453222275,0.0925203412771225
19,0.08641346544027328,0.09971647709608078
20,0.08079710602760315,0.10099794715642929
21,0.0825565904378891,0.10304195433855057
22,0.0802992582321167,0.09683214128017426
23,0.0803082138299942,0.09278907626867294
24,0.07805971801280975,0.0983162447810173
25,0.0789041593670845,0.09092803299427032
26,0.07363781332969666,0.10699056833982468
27,0.0766996443271637,0.08934738487005234
28,0.07070454955101013,0.08347777277231216
29,0.07038931548595428,0.0945124700665474
30,0.07540883123874664,0.09230980277061462
31,0.07119781523942947,0.08618587255477905
32,0.06836538016796112,0.07976362854242325
33,0.0658201277256012,0.08379457890987396
34,0.06944993883371353,0.08563800901174545
35,0.06358525156974792,0.0870785117149353
36,0.06874490529298782,0.08835744112730026
37,0.06736385077238083,0.08969336748123169
38,0.062287166714668274,0.07767479866743088
39,0.06440091878175735,0.07693598419427872
40,0.06085415557026863,0.10176458209753036
41,0.06253118067979813,0.08373354375362396
42,0.06178226321935654,0.08715122193098068
43,0.06518866866827011,0.0869210883975029
44,0.05981068313121796,0.07832811027765274
45,0.06053480505943298,0.08561605960130692
46,0.06030832231044769,0.07994589954614639
47,0.05801059305667877,0.07420908659696579
48,0.057247985154390335,0.07230827212333679
49,0.05958496779203415,0.0811225175857544
50,0.06068095192313194,0.08547237515449524
